target	set	yes	no
41	73,33,3	1	12
42	73,33,3	0	9
43	73,33,3	9	2
44	73,33,3	2	9
45	73,33,3	0	10
46	73,33,3	0	12
47	73,33,3	0	11
48	73,33,3	1	16
49	73,33,3	0	11
50	73,33,3	0	12
51	73,33,3	1	8
52	73,33,3	0	9
53	73,33,3	8	2
54	73,33,3	1	11
55	73,33,3	2	9
56	73,33,3	1	8
57	73,33,3	0	9
58	73,33,3	0	9
59	73,33,3	1	8
60	73,33,3	0	11
61	73,33,3	0	9
62	73,33,3	0	9
63	73,33,3	7	3
64	73,33,3	0	9
65	73,33,3	0	10
66	73,33,3	0	10
67	73,33,3	0	9
68	73,33,3	0	9
69	73,33,3	1	10
70	73,33,3	2	7
71	73,33,3	2	11
72	73,33,3	1	10
73	73,33,3	8	3
74	73,33,3	1	10
75	73,33,3	1	13
76	73,33,3	0	9
77	73,33,3	1	10
78	73,33,3	1	8
79	73,33,3	2	7
80	73,33,3	0	9
81	73,33,3	0	17
82	73,33,3	0	11
83	73,33,3	12	1
84	73,33,3	0	12
85	73,33,3	0	9
86	73,33,3	0	12
87	73,33,3	0	11
88	73,33,3	0	9
89	73,33,3	1	10
90	73,33,3	0	10
91	73,33,3	0	9
92	73,33,3	0	9
93	73,33,3	6	3
94	73,33,3	0	10
95	73,33,3	1	9
96	73,33,3	0	9
97	73,33,3	1	10
98	73,33,3	0	9
99	73,33,3	0	11
100	73,33,3	0	11
1	73,35,53,59	3	6
2	73,35,53,59	1	9
3	73,35,53,59	3	8
4	73,35,53,59	2	11
5	73,35,53,59	4	6
6	73,35,53,59	1	10
7	73,35,53,59	3	6
8	73,35,53,59	0	9
9	73,35,53,59	3	6
10	73,35,53,59	0	10
11	73,35,53,59	3	7
12	73,35,53,59	0	9
13	73,35,53,59	3	6
14	73,35,53,59	0	10
15	73,35,53,59	1	8
16	73,35,53,59	0	9
17	73,35,53,59	2	8
18	73,35,53,59	0	9
19	73,35,53,59	7	4
20	73,35,53,59	0	9
21	73,35,53,59	3	8
22	73,35,53,59	0	9
23	73,35,53,59	6	6
24	73,35,53,59	0	9
25	73,35,53,59	3	8
26	73,35,53,59	1	9
27	73,35,53,59	4	6
28	73,35,53,59	1	9
29	73,35,53,59	6	4
30	73,35,53,59	3	6
31	73,35,53,59	5	5
32	73,35,53,59	2	8
33	73,35,53,59	9	3
34	73,35,53,59	1	8
35	73,35,53,59	7	3
36	73,35,53,59	0	9
37	73,35,53,59	5	5
38	73,35,53,59	0	9
39	73,35,53,59	11	4
40	73,35,53,59	0	10
41	73,35,53,59	4	8
42	73,35,53,59	0	11
43	73,35,53,59	5	5
44	73,35,53,59	0	10
45	73,35,53,59	4	5
46	73,35,53,59	2	8
47	73,35,53,59	3	6
48	73,35,53,59	4	5
49	73,35,53,59	4	7
50	73,35,53,59	0	11
51	73,35,53,59	9	4
52	73,35,53,59	2	7
53	73,35,53,59	9	2
54	73,35,53,59	3	10
55	73,35,53,59	5	4
56	73,35,53,59	0	9
57	73,35,53,59	8	3
58	73,35,53,59	2	8
59	73,35,53,59	7	4
60	73,35,53,59	0	9
61	73,35,53,59	3	6
62	73,35,53,59	1	9
63	73,35,53,59	5	5
64	73,35,53,59	1	9
65	73,35,53,59	6	3
66	73,35,53,59	2	7
67	73,35,53,59	4	6
68	73,35,53,59	0	10
69	73,35,53,59	3	6
70	73,35,53,59	3	6
71	73,35,53,59	6	3
72	73,35,53,59	2	7
73	73,35,53,59	8	1
74	73,35,53,59	1	9
75	73,35,53,59	7	2
76	73,35,53,59	1	8
77	73,35,53,59	7	3
78	73,35,53,59	1	9
79	73,35,53,59	7	2
80	73,35,53,59	2	8
81	73,35,53,59	2	7
82	73,35,53,59	0	9
83	73,35,53,59	6	3
84	73,35,53,59	0	9
85	73,35,53,59	5	6
86	73,35,53,59	0	9
87	73,35,53,59	5	6
88	73,35,53,59	0	9
89	73,35,53,59	5	5
90	73,35,53,59	1	9
91	73,35,53,59	5	5
92	73,35,53,59	0	9
93	73,35,53,59	4	5
94	73,35,53,59	3	6
95	73,35,53,59	7	3
96	73,35,53,59	2	7
97	73,35,53,59	5	4
98	73,35,53,59	3	7
99	73,35,53,59	6	7
100	73,35,53,59	2	7
1	75,27	4	5
2	75,27	0	9
3	75,27	4	5
4	75,27	0	9
5	75,27	5	4
6	75,27	2	7
7	75,27	7	7
8	75,27	1	8
9	75,27	1	8
10	75,27	2	9
11	75,27	9	8
12	75,27	3	7
13	75,27	6	6
14	75,27	0	9
15	75,27	13	0
16	75,27	0	10
17	75,27	5	6
18	75,27	2	10
19	75,27	4	6
20	75,27	0	9
21	75,27	3	7
22	75,27	2	10
23	75,27	6	5
24	75,27	3	6
25	75,27	3	8
26	75,27	1	9
27	75,27	9	4
28	75,27	1	9
29	75,27	4	5
30	75,27	4	5
31	75,27	6	3
32	75,27	3	7
33	75,27	6	4
34	75,27	2	7
35	75,27	6	3
36	75,27	7	8
37	75,27	8	5
38	75,27	2	11
39	75,27	7	3
40	75,27	0	11
41	75,27	6	5
42	75,27	2	9
43	75,27	10	5
44	75,27	1	10
45	75,27	6	3
46	75,27	0	9
47	75,27	12	4
48	75,27	1	9
49	75,27	6	6
50	75,27	2	10
51	75,27	6	5
52	75,27	2	9
53	75,27	6	4
54	75,27	5	4
55	75,27	7	5
56	75,27	2	8
57	75,27	8	2
58	75,27	2	11
59	75,27	5	6
60	75,27	2	11
61	75,27	5	4
62	75,27	1	8
63	75,27	6	4
64	75,27	3	8
65	75,27	6	3
66	75,27	3	7
67	75,27	7	3
68	75,27	1	8
69	75,27	6	6
70	75,27	1	8
71	75,27	6	4
72	75,27	3	6
73	75,27	6	7
74	75,27	4	7
75	75,27	8	2
76	75,27	3	6
77	75,27	8	4
78	75,27	4	5
79	75,27	5	5
80	75,27	2	9
81	75,27	3	7
82	75,27	2	10
83	75,27	5	6
84	75,27	1	8
85	75,27	6	3
86	75,27	0	9
87	75,27	8	3
88	75,27	1	9
89	75,27	4	5
90	75,27	2	7
91	75,27	8	6
92	75,27	1	8
93	75,27	5	4
94	75,27	1	8
95	75,27	6	3
96	75,27	1	10
97	75,27	5	5
98	75,27	0	10
99	75,27	6	4
100	75,27	0	9
1	75,4	3	6
2	75,4	3	7
3	75,4	4	5
4	75,4	7	4
5	75,4	4	7
6	75,4	3	6
7	75,4	4	5
8	75,4	4	9
9	75,4	3	6
10	75,4	3	6
11	75,4	4	5
12	75,4	2	7
13	75,4	4	8
14	75,4	6	5
15	75,4	7	5
16	75,4	2	7
17	75,4	3	10
18	75,4	4	9
19	75,4	6	12
20	75,4	6	8
21	75,4	7	4
22	75,4	4	5
23	75,4	1	8
24	75,4	5	4
25	75,4	6	3
26	75,4	3	6
27	75,4	5	6
28	75,4	3	6
29	75,4	2	7
30	75,4	1	9
31	75,4	4	7
32	75,4	6	5
33	75,4	5	4
34	75,4	3	6
35	75,4	7	2
36	75,4	5	4
37	75,4	7	8
38	75,4	1	8
39	75,4	5	8
40	75,4	8	5
41	75,4	2	7
42	75,4	3	6
43	75,4	8	2
44	75,4	4	5
45	75,4	5	4
46	75,4	5	5
47	75,4	5	4
48	75,4	4	8
49	75,4	4	6
50	75,4	3	6
51	75,4	2	9
52	75,4	3	6
53	75,4	6	3
54	75,4	5	4
55	75,4	7	3
56	75,4	5	6
57	75,4	4	6
58	75,4	4	7
59	75,4	7	6
60	75,4	5	9
61	75,4	3	6
62	75,4	10	7
63	75,4	5	5
64	75,4	6	5
65	75,4	7	3
66	75,4	2	9
67	75,4	4	5
68	75,4	5	4
69	75,4	2	7
70	75,4	4	5
71	75,4	5	4
72	75,4	3	6
73	75,4	6	3
74	75,4	4	7
75	75,4	5	4
76	75,4	3	10
77	75,4	5	9
78	75,4	5	8
79	75,4	7	3
80	75,4	2	8
81	75,4	2	7
82	75,4	1	8
83	75,4	4	9
84	75,4	2	8
85	75,4	5	4
86	75,4	3	6
87	75,4	1	8
88	75,4	4	5
89	75,4	1	8
90	75,4	3	6
91	75,4	3	8
92	75,4	3	6
93	75,4	5	7
94	75,4	7	5
95	75,4	4	7
96	75,4	6	12
97	75,4	6	8
98	75,4	4	10
99	75,4	5	4
100	75,4	6	3
1	75,48,12,3	6	5
2	75,48,12,3	4	11
3	75,48,12,3	8	5
4	75,48,12,3	4	7
5	75,48,12,3	6	4
6	75,48,12,3	6	4
7	75,48,12,3	4	5
8	75,48,12,3	2	7
9	75,48,12,3	5	6
10	75,48,12,3	3	6
11	75,48,12,3	3	10
12	75,48,12,3	5	4
13	75,48,12,3	7	2
14	75,48,12,3	5	7
15	75,48,12,3	5	4
16	75,48,12,3	3	8
17	75,48,12,3	6	9
18	75,48,12,3	6	7
19	75,48,12,3	2	9
20	75,48,12,3	3	7
21	75,48,12,3	7	8
22	75,48,12,3	4	5
23	75,48,12,3	4	6
24	75,48,12,3	4	6
25	75,48,12,3	4	6
26	75,48,12,3	4	5
27	75,48,12,3	2	8
28	75,48,12,3	8	7
29	75,48,12,3	6	9
30	75,48,12,3	4	6
31	75,48,12,3	1	8
32	75,48,12,3	6	9
33	75,48,12,3	4	6
34	75,48,12,3	6	6
35	75,48,12,3	3	7
36	75,48,12,3	7	7
37	75,48,12,3	1	8
38	75,48,12,3	2	9
39	75,48,12,3	3	7
40	75,48,12,3	2	7
41	75,48,12,3	2	7
42	75,48,12,3	6	7
43	75,48,12,3	3	9
44	75,48,12,3	1	8
45	75,48,12,3	2	9
46	75,48,12,3	5	8
47	75,48,12,3	3	6
48	75,48,12,3	7	3
49	75,48,12,3	2	9
50	75,48,12,3	2	8
51	75,48,12,3	3	6
52	75,48,12,3	2	9
53	75,48,12,3	8	8
54	75,48,12,3	2	8
55	75,48,12,3	2	7
56	75,48,12,3	4	5
57	75,48,12,3	6	6
58	75,48,12,3	3	7
59	75,48,12,3	4	8
60	75,48,12,3	5	6
61	75,48,12,3	2	7
62	75,48,12,3	5	4
63	75,48,12,3	3	7
64	75,48,12,3	4	8
65	75,48,12,3	2	9
66	75,48,12,3	4	8
67	75,48,12,3	1	11
68	75,48,12,3	5	8
69	75,48,12,3	4	7
70	75,48,12,3	1	10
71	75,48,12,3	1	8
72	75,48,12,3	6	3
73	75,48,12,3	4	9
74	75,48,12,3	3	12
75	75,48,12,3	4	5
76	75,48,12,3	2	9
77	75,48,12,3	3	10
78	75,48,12,3	4	8
79	75,48,12,3	1	11
80	75,48,12,3	1	11
81	75,48,12,3	2	8
82	75,48,12,3	0	11
83	75,48,12,3	3	10
84	75,48,12,3	7	10
85	75,48,12,3	1	10
86	75,48,12,3	1	9
87	75,48,12,3	5	10
88	75,48,12,3	4	6
89	75,48,12,3	3	11
90	75,48,12,3	2	8
91	75,48,12,3	3	8
92	75,48,12,3	3	7
93	75,48,12,3	3	9
94	75,48,12,3	2	7
95	75,48,12,3	4	5
96	75,48,12,3	7	3
97	75,48,12,3	1	10
98	75,48,12,3	3	8
99	75,48,12,3	6	6
100	75,48,12,3	3	8
1	75,48,3	3	7
2	75,48,3	3	8
3	75,48,3	7	2
4	75,48,3	5	5
5	75,48,3	5	6
6	75,48,3	5	4
7	75,48,3	3	6
8	75,48,3	5	6
9	75,48,3	7	3
10	75,48,3	4	5
11	75,48,3	5	5
12	75,48,3	7	2
13	75,48,3	6	3
14	75,48,3	3	6
15	75,48,3	6	3
16	75,48,3	4	5
17	75,48,3	3	6
18	75,48,3	8	5
19	75,48,3	1	9
20	75,48,3	5	4
21	75,48,3	4	6
22	75,48,3	3	6
23	75,48,3	4	10
24	75,48,3	6	4
25	75,48,3	3	7
26	75,48,3	7	2
27	75,48,3	7	2
28	75,48,3	6	4
29	75,48,3	0	9
30	75,48,3	7	4
31	75,48,3	3	8
32	75,48,3	4	6
33	75,48,3	9	2
34	75,48,3	2	7
35	75,48,3	5	4
36	75,48,3	6	3
37	75,48,3	4	8
38	75,48,3	8	2
39	75,48,3	6	4
40	75,48,3	3	6
41	75,48,3	4	6
42	75,48,3	4	5
43	75,48,3	6	5
44	75,48,3	4	5
45	75,48,3	5	4
46	75,48,3	2	7
47	75,48,3	8	8
48	75,48,3	7	2
49	75,48,3	6	5
50	75,48,3	7	4
51	75,48,3	9	4
52	75,48,3	2	8
53	75,48,3	3	7
54	75,48,3	9	6
55	75,48,3	6	8
56	75,48,3	2	7
57	75,48,3	10	3
58	75,48,3	4	5
59	75,48,3	5	5
60	75,48,3	5	6
61	75,48,3	8	4
62	75,48,3	4	5
63	75,48,3	8	3
64	75,48,3	8	5
65	75,48,3	4	7
66	75,48,3	5	5
67	75,48,3	5	6
68	75,48,3	4	6
69	75,48,3	7	4
70	75,48,3	4	9
71	75,48,3	6	5
72	75,48,3	7	4
73	75,48,3	6	3
74	75,48,3	9	7
75	75,48,3	9	2
76	75,48,3	3	6
77	75,48,3	2	10
78	75,48,3	2	7
79	75,48,3	3	6
80	75,48,3	1	15
81	75,48,3	4	7
82	75,48,3	3	7
83	75,48,3	1	8
84	75,48,3	6	3
85	75,48,3	3	7
86	75,48,3	1	8
87	75,48,3	6	7
88	75,48,3	2	10
89	75,48,3	1	8
90	75,48,3	6	3
91	75,48,3	2	9
92	75,48,3	1	11
93	75,48,3	4	5
94	75,48,3	4	9
95	75,48,3	4	9
96	75,48,3	3	10
97	75,48,3	0	9
98	75,48,3	2	9
99	75,48,3	5	4
100	75,48,3	1	10
1	75,95	1	8
2	75,95	1	8
3	75,95	0	9
4	75,95	1	11
5	75,95	5	4
6	75,95	0	10
7	75,95	1	11
8	75,95	0	9
9	75,95	1	8
10	75,95	2	7
11	75,95	1	8
12	75,95	0	9
13	75,95	1	8
14	75,95	1	8
15	75,95	10	1
16	75,95	1	9
17	75,95	2	10
18	75,95	0	9
19	75,95	1	9
20	75,95	1	8
21	75,95	2	11
22	75,95	0	9
23	75,95	0	9
24	75,95	1	8
25	75,95	5	4
26	75,95	1	8
27	75,95	1	8
28	75,95	1	11
29	75,95	1	10
30	75,95	2	8
31	75,95	1	8
32	75,95	1	10
33	75,95	1	8
34	75,95	0	9
35	75,95	9	0
36	75,95	0	10
37	75,95	1	10
38	75,95	0	9
39	75,95	1	8
40	75,95	2	9
41	75,95	1	8
42	75,95	0	9
43	75,95	3	7
44	75,95	0	9
45	75,95	8	2
46	75,95	0	9
47	75,95	0	10
48	75,95	0	9
49	75,95	1	9
50	75,95	1	8
51	75,95	3	6
52	75,95	1	9
53	75,95	2	7
54	75,95	1	9
55	75,95	8	1
56	75,95	2	7
57	75,95	4	6
58	75,95	0	9
59	75,95	1	8
60	75,95	0	11
61	75,95	0	10
62	75,95	0	9
63	75,95	1	9
64	75,95	1	8
65	75,95	7	2
66	75,95	0	9
67	75,95	0	9
68	75,95	1	8
69	75,95	0	9
70	75,95	0	9
71	75,95	0	9
72	75,95	0	11
73	75,95	1	8
74	75,95	2	7
75	75,95	8	2
76	75,95	2	12
77	75,95	1	9
78	75,95	3	11
79	75,95	2	7
80	75,95	4	5
81	75,95	2	7
82	75,95	3	6
83	75,95	0	9
84	75,95	3	7
85	75,95	7	2
86	75,95	1	8
87	75,95	1	8
88	75,95	1	8
89	75,95	2	8
90	75,95	2	7
91	75,95	2	7
92	75,95	2	7
93	75,95	2	9
94	75,95	0	9
95	75,95	6	3
96	75,95	0	9
97	75,95	2	7
98	75,95	0	9
99	75,95	2	7
100	75,95	3	6
1	76,26	0	10
2	76,26	1	15
3	76,26	0	9
4	76,26	2	8
5	76,26	0	9
6	76,26	6	3
7	76,26	0	12
8	76,26	2	11
9	76,26	0	9
10	76,26	1	10
11	76,26	0	12
12	76,26	2	15
13	76,26	0	9
14	76,26	1	9
15	76,26	1	11
16	76,26	10	5
17	76,26	0	9
18	76,26	3	6
19	76,26	0	9
20	76,26	3	6
21	76,26	0	12
22	76,26	3	13
23	76,26	0	17
24	76,26	2	8
25	76,26	0	10
26	76,26	9	2
27	76,26	0	10
28	76,26	4	6
29	76,26	0	10
30	76,26	3	8
31	76,26	0	10
32	76,26	3	7
33	76,26	0	9
34	76,26	3	6
35	76,26	0	12
36	76,26	10	1
37	76,26	0	10
38	76,26	2	7
39	76,26	0	9
40	76,26	1	11
41	76,26	0	9
42	76,26	3	6
43	76,26	0	11
44	76,26	4	6
45	76,26	0	11
46	76,26	9	2
47	76,26	0	12
48	76,26	3	9
49	76,26	0	13
50	76,26	4	5
51	76,26	0	11
52	76,26	3	6
53	76,26	0	13
54	76,26	7	2
55	76,26	0	17
56	76,26	9	0
57	76,26	0	12
58	76,26	3	7
59	76,26	1	9
60	76,26	3	6
61	76,26	0	11
62	76,26	2	8
63	76,26	0	13
64	76,26	3	7
65	76,26	0	9
66	76,26	9	1
67	76,26	1	11
68	76,26	2	8
69	76,26	1	10
70	76,26	3	8
71	76,26	0	9
72	76,26	2	13
73	76,26	0	10
74	76,26	3	10
75	76,26	0	9
76	76,26	12	4
77	76,26	0	9
78	76,26	1	9
79	76,26	1	8
80	76,26	3	7
81	76,26	1	9
82	76,26	3	9
83	76,26	1	9
84	76,26	2	7
85	76,26	0	13
86	76,26	8	2
87	76,26	0	11
88	76,26	3	6
89	76,26	0	9
90	76,26	2	10
91	76,26	0	12
92	76,26	2	7
93	76,26	0	13
94	76,26	2	9
95	76,26	0	12
96	76,26	6	4
97	76,26	0	10
98	76,26	1	8
99	76,26	0	9
100	76,26	3	7
1	76,44,8,48	0	10
2	76,44,8,48	6	3
3	76,44,8,48	1	8
4	76,44,8,48	5	5
5	76,44,8,48	0	10
6	76,44,8,48	7	3
7	76,44,8,48	0	10
8	76,44,8,48	10	2
9	76,44,8,48	3	7
10	76,44,8,48	7	5
11	76,44,8,48	2	7
12	76,44,8,48	8	1
13	76,44,8,48	1	9
14	76,44,8,48	10	1
15	76,44,8,48	2	7
16	76,44,8,48	8	2
17	76,44,8,48	0	10
18	76,44,8,48	6	5
19	76,44,8,48	1	8
20	76,44,8,48	9	3
21	76,44,8,48	0	9
22	76,44,8,48	8	3
23	76,44,8,48	1	14
24	76,44,8,48	8	2
25	76,44,8,48	1	13
26	76,44,8,48	9	2
27	76,44,8,48	2	9
28	76,44,8,48	11	1
29	76,44,8,48	0	9
30	76,44,8,48	8	3
31	76,44,8,48	1	9
32	76,44,8,48	6	4
33	76,44,8,48	1	10
34	76,44,8,48	6	4
35	76,44,8,48	0	10
36	76,44,8,48	10	1
37	76,44,8,48	2	10
38	76,44,8,48	9	3
39	76,44,8,48	0	13
40	76,44,8,48	10	0
41	76,44,8,48	3	12
42	76,44,8,48	9	3
43	76,44,8,48	2	8
44	76,44,8,48	9	1
45	76,44,8,48	2	9
46	76,44,8,48	7	2
47	76,44,8,48	4	8
48	76,44,8,48	8	2
49	76,44,8,48	2	8
50	76,44,8,48	4	5
51	76,44,8,48	2	10
52	76,44,8,48	10	2
53	76,44,8,48	1	8
54	76,44,8,48	9	1
55	76,44,8,48	1	13
56	76,44,8,48	9	0
57	76,44,8,48	1	10
58	76,44,8,48	8	2
59	76,44,8,48	1	9
60	76,44,8,48	8	3
61	76,44,8,48	2	8
62	76,44,8,48	5	5
63	76,44,8,48	1	9
64	76,44,8,48	7	2
65	76,44,8,48	1	9
66	76,44,8,48	8	4
67	76,44,8,48	1	9
68	76,44,8,48	11	2
69	76,44,8,48	4	10
70	76,44,8,48	6	3
71	76,44,8,48	3	7
72	76,44,8,48	9	3
73	76,44,8,48	1	8
74	76,44,8,48	7	3
75	76,44,8,48	2	8
76	76,44,8,48	7	3
77	76,44,8,48	3	6
78	76,44,8,48	6	5
79	76,44,8,48	2	7
80	76,44,8,48	9	2
81	76,44,8,48	3	12
82	76,44,8,48	11	3
83	76,44,8,48	1	10
84	76,44,8,48	9	1
85	76,44,8,48	2	8
86	76,44,8,48	7	2
87	76,44,8,48	2	10
88	76,44,8,48	9	0
89	76,44,8,48	2	10
90	76,44,8,48	7	4
91	76,44,8,48	1	14
92	76,44,8,48	9	3
93	76,44,8,48	1	8
94	76,44,8,48	8	2
95	76,44,8,48	2	10
96	76,44,8,48	13	2
97	76,44,8,48	2	9
98	76,44,8,48	8	4
99	76,44,8,48	1	10
100	76,44,8,48	9	3
1	77,17,8	2	13
2	77,17,8	4	6
3	77,17,8	2	7
4	77,17,8	1	10
5	77,17,8	1	13
6	77,17,8	2	8
7	77,17,8	5	4
8	77,17,8	7	4
9	77,17,8	4	6
10	77,17,8	1	8
11	77,17,8	3	6
12	77,17,8	2	8
13	77,17,8	3	7
14	77,17,8	3	8
15	77,17,8	3	7
16	77,17,8	4	6
17	77,17,8	7	3
18	77,17,8	8	2
19	77,17,8	2	7
20	77,17,8	4	5
21	77,17,8	3	9
22	77,17,8	3	10
23	77,17,8	3	7
24	77,17,8	3	9
25	77,17,8	2	7
26	77,17,8	2	7
27	77,17,8	6	3
28	77,17,8	5	6
29	77,17,8	3	9
30	77,17,8	3	11
31	77,17,8	2	7
32	77,17,8	6	6
33	77,17,8	2	11
34	77,17,8	5	6
35	77,17,8	0	9
36	77,17,8	2	7
37	77,17,8	7	2
38	77,17,8	7	4
39	77,17,8	1	8
40	77,17,8	2	8
41	77,17,8	4	5
42	77,17,8	3	8
43	77,17,8	1	9
44	77,17,8	5	8
45	77,17,8	3	6
46	77,17,8	0	9
47	77,17,8	6	6
48	77,17,8	6	8
49	77,17,8	3	8
50	77,17,8	4	6
51	77,17,8	0	10
52	77,17,8	1	9
53	77,17,8	6	7
54	77,17,8	5	7
55	77,17,8	2	7
56	77,17,8	2	8
57	77,17,8	6	5
58	77,17,8	3	6
59	77,17,8	2	8
60	77,17,8	3	7
61	77,17,8	1	8
62	77,17,8	2	8
63	77,17,8	2	8
64	77,17,8	1	11
65	77,17,8	2	7
66	77,17,8	3	6
67	77,17,8	9	10
68	77,17,8	7	4
69	77,17,8	3	7
70	77,17,8	3	6
71	77,17,8	5	6
72	77,17,8	2	7
73	77,17,8	4	9
74	77,17,8	2	8
75	77,17,8	4	5
76	77,17,8	1	9
77	77,17,8	7	2
78	77,17,8	3	7
79	77,17,8	2	8
80	77,17,8	1	8
81	77,17,8	2	8
82	77,17,8	1	9
83	77,17,8	1	14
84	77,17,8	0	10
85	77,17,8	3	8
86	77,17,8	1	10
87	77,17,8	7	2
88	77,17,8	3	6
89	77,17,8	1	8
90	77,17,8	0	9
91	77,17,8	2	8
92	77,17,8	0	12
93	77,17,8	0	11
94	77,17,8	1	8
95	77,17,8	0	11
96	77,17,8	1	9
97	77,17,8	1	8
98	77,17,8	2	8
99	77,17,8	2	10
100	77,17,8	1	13
1	78	2	8
2	78	5	5
3	78	0	12
4	78	6	5
5	78	2	11
6	78	6	5
7	78	4	8
8	78	5	6
9	78	3	7
10	78	5	7
11	78	1	11
12	78	6	5
13	78	2	9
14	78	7	3
15	78	2	12
16	78	4	7
17	78	5	12
18	78	8	4
19	78	2	10
20	78	4	6
21	78	1	11
22	78	7	3
23	78	4	12
24	78	5	6
25	78	4	7
26	78	5	8
27	78	2	8
28	78	7	5
29	78	1	13
30	78	8	4
31	78	1	10
32	78	7	4
33	78	1	10
34	78	6	4
35	78	3	7
36	78	9	6
37	78	4	7
38	78	5	5
39	78	3	9
40	78	5	6
41	78	0	13
42	78	6	5
43	78	0	11
44	78	7	5
45	78	3	10
46	78	6	6
47	78	1	12
48	78	10	3
49	78	4	7
50	78	3	9
51	78	4	6
52	78	6	6
53	78	4	6
54	78	7	6
55	78	4	6
56	78	7	5
57	78	2	7
58	78	8	2
59	78	4	10
60	78	6	6
61	78	4	10
62	78	8	4
63	78	2	10
64	78	7	4
65	78	2	8
66	78	12	4
67	78	2	11
68	78	8	3
69	78	4	7
70	78	13	5
71	78	2	8
72	78	5	5
73	78	5	7
74	78	6	3
75	78	2	8
76	78	7	4
77	78	5	6
78	78	13	2
79	78	6	4
80	78	7	3
81	78	2	10
82	78	9	2
83	78	3	8
84	78	11	3
85	78	2	8
86	78	6	5
87	78	3	9
88	78	5	4
89	78	3	8
90	78	8	4
91	78	5	11
92	78	5	5
93	78	3	10
94	78	7	6
95	78	0	10
96	78	7	4
97	78	1	13
98	78	9	4
99	78	3	11
100	78	4	5
1	78,48,88	1	9
2	78,48,88	1	8
3	78,48,88	0	15
4	78,48,88	1	10
5	78,48,88	0	9
6	78,48,88	2	11
7	78,48,88	1	11
8	78,48,88	7	3
9	78,48,88	0	10
10	78,48,88	0	14
11	78,48,88	0	9
12	78,48,88	0	9
13	78,48,88	0	12
14	78,48,88	1	12
15	78,48,88	1	15
16	78,48,88	0	10
17	78,48,88	0	10
18	78,48,88	9	1
19	78,48,88	0	12
20	78,48,88	0	13
21	78,48,88	0	13
22	78,48,88	0	9
23	78,48,88	0	9
24	78,48,88	0	10
25	78,48,88	1	8
26	78,48,88	1	9
27	78,48,88	0	9
28	78,48,88	7	2
29	78,48,88	0	11
30	78,48,88	0	11
31	78,48,88	0	9
32	78,48,88	2	9
33	78,48,88	0	11
34	78,48,88	0	12
35	78,48,88	0	11
36	78,48,88	0	10
37	78,48,88	1	10
38	78,48,88	10	0
39	78,48,88	0	11
40	78,48,88	2	10
41	78,48,88	1	9
42	78,48,88	2	15
43	78,48,88	0	9
44	78,48,88	2	10
45	78,48,88	0	9
46	78,48,88	1	9
47	78,48,88	1	10
48	78,48,88	12	3
49	78,48,88	0	17
50	78,48,88	1	8
51	78,48,88	1	10
52	78,48,88	1	9
53	78,48,88	1	9
54	78,48,88	2	10
55	78,48,88	2	8
56	78,48,88	0	10
57	78,48,88	1	14
58	78,48,88	8	2
59	78,48,88	2	15
60	78,48,88	1	9
61	78,48,88	1	15
62	78,48,88	2	10
63	78,48,88	1	10
64	78,48,88	1	9
65	78,48,88	2	14
66	78,48,88	2	12
67	78,48,88	0	10
68	78,48,88	7	2
69	78,48,88	0	13
70	78,48,88	3	8
71	78,48,88	1	14
72	78,48,88	3	12
73	78,48,88	1	13
74	78,48,88	1	14
75	78,48,88	0	9
76	78,48,88	2	12
77	78,48,88	0	14
78	78,48,88	9	2
79	78,48,88	0	17
80	78,48,88	2	15
81	78,48,88	1	11
82	78,48,88	1	14
83	78,48,88	0	10
84	78,48,88	0	11
85	78,48,88	0	14
86	78,48,88	0	10
87	78,48,88	1	11
88	78,48,88	8	2
89	78,48,88	0	13
90	78,48,88	2	10
91	78,48,88	0	9
92	78,48,88	1	10
93	78,48,88	0	10
94	78,48,88	0	14
95	78,48,88	0	11
96	78,48,88	1	11
97	78,48,88	0	10
98	78,48,88	9	1
99	78,48,88	0	19
100	78,48,88	1	12
1	79,47,62,98	1	12
2	79,47,62,98	0	9
3	79,47,62,98	2	9
4	79,47,62,98	2	11
5	79,47,62,98	1	8
6	79,47,62,98	1	9
7	79,47,62,98	1	8
8	79,47,62,98	0	14
9	79,47,62,98	3	9
10	79,47,62,98	2	8
11	79,47,62,98	3	7
12	79,47,62,98	1	14
13	79,47,62,98	2	12
14	79,47,62,98	1	9
15	79,47,62,98	3	12
16	79,47,62,98	2	9
17	79,47,62,98	2	7
18	79,47,62,98	0	12
19	79,47,62,98	1	12
20	79,47,62,98	3	6
21	79,47,62,98	3	13
22	79,47,62,98	2	10
23	79,47,62,98	3	11
24	79,47,62,98	2	9
25	79,47,62,98	2	10
26	79,47,62,98	1	10
27	79,47,62,98	3	9
28	79,47,62,98	1	10
29	79,47,62,98	3	9
30	79,47,62,98	2	7
31	79,47,62,98	6	8
32	79,47,62,98	4	6
33	79,47,62,98	2	9
34	79,47,62,98	3	7
35	79,47,62,98	4	7
36	79,47,62,98	5	8
37	79,47,62,98	2	15
38	79,47,62,98	4	7
39	79,47,62,98	4	9
40	79,47,62,98	2	7
41	79,47,62,98	3	11
42	79,47,62,98	6	5
43	79,47,62,98	8	5
44	79,47,62,98	5	8
45	79,47,62,98	2	8
46	79,47,62,98	5	8
47	79,47,62,98	5	6
